Designator,Mid X,Mid Y,Layer,Rotation
R1,177.5,-65,T,180
R2,172.5,-65,T,180
R3,173,-76,T,0
R4,179.0625,-80.5,T,180
R5,177.5,-76,T,0
R6,170,-86.0625,T,180
R7,169,-82,T,0
R8,175,-86,T,180
U1,173.6,-81.45,T,180
